study_id,intervention_name,condition,sponsor,start_date,end_date,phase,status,completeness_score,study_duration_days
NCT100742,Metformin,Covid-19,Moderna,2024-05-18,,Phase 4,Completed,0.875,
NCT100743,Remdesivir,Covid-19,Astrazeneca,2020-11-08,2025-01-04,Phase 1,Withdrawn,1.0,1518.0
NCT100744,Metformin,Alzheimer'S Disease,Pfizer,2022-08-18,,Phase 2,Recruiting,0.875,
NCT100745,Donepezil,Hypertension,Sanofi,2022-07-10,,Phase 2,Recruiting,0.875,
NCT100746,Remdesivir,Breast Cancer,Sanofi,2022-01-01,2025-04-20,,Terminated,0.875,1205.0
NCT100747,Donepezil,Breast Cancer,Gsk,2024-01-03,2024-08-20,Phase 2,Terminated,1.0,230.0
NCT100748,Donepezil,Breast Cancer,Astrazeneca,2020-09-14,,Phase 4,Terminated,0.875,
NCT100749,Salbutamol,,Pfizer,2023-01-23,2024-08-17,Phase 2,Withdrawn,0.875,572.0
NCT100750,Aspirin,Breast Cancer,Sanofi,2021-01-09,2025-08-03,Phase 2,Recruiting,1.0,1667.0
NCT100751,Salbutamol,Asthma,Gsk,2024-07-23,2025-05-22,Phase 2,Completed,1.0,303.0
NCT100752,Metformin,Asthma,Gsk,2023-12-28,2025-03-29,,Terminated,0.875,457.0
NCT100753,Donepezil,Covid-19,Moderna,2022-07-10,,Phase 4,Withdrawn,0.875,
NCT100754,Trastuzumab,,Astrazeneca,2022-11-22,2024-11-19,Phase 3,Terminated,0.875,728.0
NCT100755,Metformin,Covid-19,Sanofi,2023-03-16,2024-12-14,Phase 4,Withdrawn,1.0,639.0
NCT100756,Salbutamol,Breast Cancer,Moderna,2021-03-27,,,Completed,0.75,
NCT100757,Metformin,Covid-19,Pfizer,2023-02-07,,Phase 2,Recruiting,0.875,
NCT100758,Donepezil,Alzheimer'S Disease,Novartis,2022-08-23,2024-08-07,Phase 1,Recruiting,1.0,715.0
NCT100759,Remdesivir,Diabetes,Pfizer,2021-05-09,2025-04-12,Phase 3,Withdrawn,1.0,1434.0
NCT100760,Aspirin,Breast Cancer,Moderna,2022-07-28,,Phase 1,Completed,0.875,
NCT100761,Trastuzumab,Asthma,Moderna,2023-07-16,2025-07-13,Phase 4,Terminated,1.0,728.0
NCT100762,Trastuzumab,Alzheimer'S Disease,Novartis,2021-11-24,2024-09-20,,Terminated,0.875,1031.0
NCT100763,Remdesivir,Hypertension,Sanofi,2021-11-20,2025-07-23,Phase 1,Completed,1.0,1341.0
NCT100764,Aspirin,Hypertension,Sanofi,2022-08-20,,Phase 3,Terminated,0.875,
NCT100765,Aspirin,Asthma,Astrazeneca,2021-02-19,2025-04-06,Phase 1,Recruiting,1.0,1507.0
NCT100766,Remdesivir,Asthma,Gsk,2023-05-16,2025-07-16,,Terminated,0.875,792.0
NCT100767,Salbutamol,Diabetes,Sanofi,2023-01-14,2025-07-24,Phase 4,Recruiting,1.0,922.0
NCT100768,Donepezil,Asthma,Novartis,2022-01-11,2025-04-21,Phase 1,Recruiting,1.0,1196.0
NCT100769,Donepezil,Diabetes,Moderna,2022-01-17,2024-11-20,,Completed,0.875,1038.0
NCT100770,,Diabetes,Pfizer,2022-07-30,2025-02-16,Phase 1,Terminated,0.875,932.0
NCT100771,Remdesivir,Hypertension,Moderna,2021-06-28,,Phase 3,Withdrawn,0.875,
NCT100772,Aspirin,Hypertension,Gsk,2021-05-27,2025-03-11,Phase 4,Terminated,1.0,1384.0
NCT100773,Aspirin,Hypertension,Sanofi,2023-03-18,,,Recruiting,0.75,
NCT100774,Trastuzumab,Covid-19,Sanofi,2022-02-07,2025-02-22,Phase 2,Completed,1.0,1111.0
NCT100775,Donepezil,Breast Cancer,Gsk,2022-07-19,2024-09-21,Phase 4,Completed,1.0,795.0
NCT100776,Donepezil,Asthma,Sanofi,2021-10-04,,Phase 3,Withdrawn,0.875,
NCT100777,,Hypertension,Astrazeneca,2022-10-18,2025-02-25,Phase 2,Withdrawn,0.875,861.0
NCT100778,Salbutamol,Hypertension,Moderna,2021-04-22,2025-03-03,Phase 4,Withdrawn,1.0,1411.0
NCT100779,Remdesivir,Covid-19,Sanofi,2023-09-24,2025-08-01,Phase 4,Terminated,1.0,677.0
NCT100780,Metformin,Breast Cancer,Moderna,2021-03-29,,,Completed,0.75,
NCT100781,Remdesivir,Diabetes,Astrazeneca,2022-07-19,2025-04-03,Phase 2,Withdrawn,1.0,989.0
NCT100782,Trastuzumab,Breast Cancer,Moderna,2021-05-30,,Phase 1,Completed,0.875,
NCT100783,Trastuzumab,Asthma,Astrazeneca,2021-01-08,,Phase 3,Completed,0.875,
NCT100784,Metformin,Alzheimer'S Disease,Sanofi,2021-06-06,2025-03-21,Phase 2,Terminated,1.0,1384.0
NCT100785,Metformin,Alzheimer'S Disease,Sanofi,2023-02-22,2025-05-10,Phase 3,Withdrawn,1.0,808.0
NCT100786,Donepezil,Covid-19,Gsk,2023-07-30,2024-08-27,,Terminated,0.875,394.0
NCT100787,,Hypertension,Novartis,2023-07-23,2025-02-28,Phase 3,Withdrawn,0.875,586.0
NCT100788,Aspirin,,Gsk,2020-10-07,2025-04-01,Phase 2,Withdrawn,0.875,1637.0
NCT100789,,Diabetes,Pfizer,2023-10-15,2025-04-20,,Terminated,0.75,553.0
NCT100790,Trastuzumab,Alzheimer'S Disease,Moderna,2024-04-02,2025-06-03,,Terminated,0.875,427.0
NCT100791,Metformin,Asthma,Moderna,2020-11-27,,Phase 3,Terminated,0.875,
NCT100792,Salbutamol,Asthma,Pfizer,2022-09-12,2024-11-30,Phase 4,Completed,1.0,810.0
NCT100793,Remdesivir,Asthma,Novartis,2021-12-01,2024-11-11,Phase 3,Terminated,1.0,1076.0
NCT100794,Trastuzumab,Diabetes,Novartis,2023-04-02,2025-02-02,Phase 4,Recruiting,1.0,672.0
NCT100795,Remdesivir,Breast Cancer,Sanofi,2022-11-07,,Phase 2,Recruiting,0.875,
NCT100796,Remdesivir,Covid-19,Sanofi,2023-01-21,2025-05-17,Phase 3,Recruiting,1.0,847.0
NCT100797,Remdesivir,Asthma,Sanofi,2023-03-06,2024-10-08,Phase 4,Recruiting,1.0,582.0
NCT100798,Metformin,Hypertension,Astrazeneca,2020-08-11,2025-04-21,Phase 3,Recruiting,1.0,1714.0
NCT100799,Remdesivir,Covid-19,Astrazeneca,2020-10-26,2024-11-18,Phase 2,Recruiting,1.0,1484.0
NCT100800,Remdesivir,Hypertension,Moderna,2021-03-08,2024-11-21,Phase 1,Completed,1.0,1354.0
NCT100801,Aspirin,Breast Cancer,Novartis,2022-05-02,2025-02-03,Phase 1,Completed,1.0,1008.0
NCT100802,,Diabetes,Gsk,2021-08-03,2025-07-28,Phase 3,Recruiting,0.875,1455.0
NCT100803,Remdesivir,Hypertension,Astrazeneca,2021-07-22,2024-08-22,Phase 4,Completed,1.0,1127.0
NCT100804,Trastuzumab,Alzheimer'S Disease,Astrazeneca,2021-07-12,2025-07-12,,Withdrawn,0.875,1461.0
NCT100805,Remdesivir,Hypertension,Sanofi,2022-03-03,2025-02-19,,Recruiting,0.875,1084.0
NCT100806,Metformin,Diabetes,Moderna,2020-08-28,2025-07-26,Phase 2,Withdrawn,1.0,1793.0
NCT100807,Trastuzumab,Breast Cancer,Sanofi,2023-10-15,2025-03-27,Phase 1,Withdrawn,1.0,529.0
NCT100808,Metformin,Covid-19,Moderna,2023-02-07,2025-02-09,Phase 3,Withdrawn,1.0,733.0
NCT100809,Salbutamol,Covid-19,Sanofi,2024-08-02,2025-02-24,Phase 4,Completed,1.0,206.0
NCT100810,Metformin,Alzheimer'S Disease,Pfizer,2024-04-09,2025-02-20,Phase 2,Completed,1.0,317.0
NCT100811,Metformin,Breast Cancer,Moderna,2023-09-26,2024-12-20,Phase 4,Withdrawn,1.0,451.0
NCT100812,Aspirin,Diabetes,Pfizer,2023-11-20,2025-06-09,Phase 3,Recruiting,1.0,567.0
NCT100813,Metformin,Asthma,Sanofi,2023-06-06,2024-11-28,,Recruiting,0.875,541.0
NCT100814,Trastuzumab,Breast Cancer,Pfizer,2022-08-17,2025-02-26,Phase 3,Terminated,1.0,924.0
NCT100815,Metformin,Hypertension,Moderna,2024-06-30,2025-01-27,,Completed,0.875,211.0
NCT100816,Donepezil,Asthma,Sanofi,2022-03-12,2025-04-13,Phase 4,Terminated,1.0,1128.0
NCT100817,Trastuzumab,Breast Cancer,Moderna,2022-08-06,2024-12-22,Phase 2,Terminated,1.0,869.0
NCT100818,Salbutamol,Alzheimer'S Disease,Sanofi,2022-01-04,2025-01-04,Phase 1,Withdrawn,1.0,1096.0
NCT100819,Salbutamol,Breast Cancer,Pfizer,2021-12-03,2024-10-21,Phase 3,Terminated,1.0,1053.0
NCT100820,Trastuzumab,Asthma,Novartis,2024-05-27,2025-02-02,,Recruiting,0.875,251.0
NCT100821,Salbutamol,Diabetes,Novartis,2020-08-16,2024-10-21,Phase 4,Recruiting,1.0,1527.0
NCT100822,Aspirin,Covid-19,Pfizer,2024-06-20,2024-12-06,Phase 4,Completed,1.0,169.0
NCT100823,Remdesivir,Covid-19,Novartis,2021-09-11,2025-01-22,Phase 4,Withdrawn,1.0,1229.0
NCT100824,,Covid-19,Novartis,2022-12-22,2025-05-27,Phase 3,Withdrawn,0.875,887.0
NCT100825,Donepezil,,Gsk,2022-10-16,2024-11-10,,Terminated,0.75,756.0
NCT100826,Metformin,Covid-19,Pfizer,2024-06-07,2024-11-13,Phase 1,Withdrawn,1.0,159.0
NCT100827,Metformin,Asthma,Pfizer,2020-08-16,2025-06-02,Phase 3,Terminated,1.0,1751.0
NCT100828,Remdesivir,Breast Cancer,Gsk,2021-09-25,2024-10-28,Phase 1,Completed,1.0,1129.0
NCT100829,Aspirin,,Novartis,2021-04-16,2025-03-09,Phase 2,Completed,0.875,1423.0
NCT100830,Salbutamol,Breast Cancer,Astrazeneca,2022-08-15,2025-04-26,,Terminated,0.875,985.0
NCT100831,Aspirin,Diabetes,Sanofi,2021-06-16,2025-01-12,Phase 1,Recruiting,1.0,1306.0
NCT100832,Trastuzumab,Alzheimer'S Disease,Pfizer,2021-03-23,2024-08-16,Phase 1,Completed,1.0,1242.0
NCT100833,Salbutamol,Hypertension,Pfizer,2022-05-07,2025-06-11,Phase 3,Recruiting,1.0,1131.0
NCT100834,,Diabetes,Sanofi,2022-04-29,,Phase 2,Recruiting,0.75,
NCT100835,Metformin,Diabetes,Moderna,2023-06-15,2024-10-19,Phase 2,Recruiting,1.0,492.0
NCT100836,Aspirin,Asthma,Sanofi,2023-02-17,2024-09-30,,Withdrawn,0.875,591.0
NCT100837,Metformin,Hypertension,Gsk,2023-11-22,2024-11-28,Phase 4,Terminated,1.0,372.0
NCT100838,Aspirin,Covid-19,Gsk,2023-03-23,2025-01-10,Phase 2,Recruiting,1.0,659.0
NCT100839,Aspirin,Breast Cancer,Moderna,2023-07-22,,,Completed,0.75,
NCT100840,Salbutamol,Asthma,Pfizer,2023-08-22,,Phase 3,Terminated,0.875,
NCT100841,Remdesivir,Asthma,Astrazeneca,2021-12-25,2024-09-22,Phase 4,Withdrawn,1.0,1002.0
NCT100842,Trastuzumab,Breast Cancer,Astrazeneca,2022-11-24,2025-02-02,Phase 4,Completed,1.0,801.0
NCT100843,Donepezil,Alzheimer'S Disease,Gsk,2021-10-04,2024-08-07,Phase 4,Completed,1.0,1038.0
NCT100844,,Covid-19,Astrazeneca,2022-04-02,2024-09-06,,Completed,0.75,888.0
NCT100845,Donepezil,Covid-19,Gsk,2021-08-18,,,Completed,0.75,
NCT100846,Donepezil,Asthma,Pfizer,2021-09-21,2024-11-04,Phase 4,Completed,1.0,1140.0
NCT100847,,Diabetes,Pfizer,2022-10-06,,Phase 1,Recruiting,0.75,
NCT100848,Metformin,Alzheimer'S Disease,Gsk,2023-06-07,2025-06-26,Phase 2,Withdrawn,1.0,750.0
NCT100849,Trastuzumab,Covid-19,Gsk,2020-09-02,2025-07-29,Phase 4,Completed,1.0,1791.0
NCT100850,,Asthma,Gsk,2023-01-01,2025-01-22,Phase 2,Withdrawn,0.875,752.0
NCT100851,Remdesivir,Alzheimer'S Disease,Novartis,2022-10-26,2024-08-14,,Completed,0.875,658.0
NCT100852,Aspirin,Hypertension,Sanofi,2021-09-08,2025-04-29,Phase 1,Recruiting,1.0,1329.0
NCT100853,Remdesivir,Asthma,Gsk,2023-01-25,,Phase 2,Recruiting,0.875,
NCT100854,Aspirin,Breast Cancer,Moderna,2021-09-01,2025-06-29,Phase 3,Withdrawn,1.0,1397.0
NCT100855,Donepezil,Hypertension,Gsk,2021-11-09,2025-03-31,Phase 3,Completed,1.0,1238.0
NCT100856,Salbutamol,Hypertension,Astrazeneca,2021-02-01,2024-08-24,,Withdrawn,0.875,1300.0
NCT100857,Aspirin,Diabetes,Astrazeneca,2022-12-08,2025-01-22,Phase 2,Withdrawn,1.0,776.0
NCT100858,Metformin,Covid-19,Astrazeneca,2021-07-24,2025-04-22,,Terminated,0.875,1368.0
NCT100859,Remdesivir,Asthma,Pfizer,2023-09-22,2025-07-29,Phase 2,Completed,1.0,676.0
NCT100860,Donepezil,Hypertension,Moderna,2024-07-28,2025-07-19,Phase 4,Completed,1.0,356.0
NCT100861,Trastuzumab,Diabetes,Pfizer,2023-09-04,2024-10-26,Phase 1,Recruiting,1.0,418.0
NCT100862,Salbutamol,Covid-19,Gsk,2022-08-03,2024-10-24,Phase 4,Withdrawn,1.0,813.0
NCT100863,,Asthma,Novartis,2021-06-26,2024-10-29,Phase 3,Withdrawn,0.875,1221.0
NCT100864,Remdesivir,Asthma,Astrazeneca,2022-06-25,2024-09-16,Phase 3,Recruiting,1.0,814.0
NCT100865,Trastuzumab,Asthma,Novartis,2023-05-17,,Phase 2,Completed,0.875,
NCT100866,Aspirin,Covid-19,Gsk,2022-12-16,2024-10-30,,Completed,0.875,684.0
NCT100867,Aspirin,Alzheimer'S Disease,Gsk,2023-01-24,2025-02-25,,Recruiting,0.875,763.0
NCT100868,Trastuzumab,Diabetes,Sanofi,2023-09-30,2025-07-03,,Recruiting,0.875,642.0
NCT100869,Remdesivir,,Moderna,2023-12-29,2025-07-10,Phase 3,Recruiting,0.875,559.0
NCT100870,Trastuzumab,Asthma,Pfizer,2020-12-29,2025-06-03,,Completed,0.875,1617.0
NCT100871,Salbutamol,Breast Cancer,Moderna,2023-11-08,2024-11-09,,Withdrawn,0.875,367.0
NCT100872,Remdesivir,Alzheimer'S Disease,Astrazeneca,2023-07-16,2024-12-30,,Withdrawn,0.875,533.0
NCT100873,Remdesivir,Hypertension,Gsk,2023-10-27,2024-08-24,Phase 2,Recruiting,1.0,302.0
NCT100874,Metformin,Alzheimer'S Disease,Novartis,2022-04-16,2025-05-31,Phase 2,Terminated,1.0,1141.0
NCT100875,Donepezil,,Sanofi,2022-09-12,2025-03-17,Phase 4,Completed,0.875,917.0
NCT100876,Salbutamol,Covid-19,Sanofi,2022-06-25,2025-07-29,Phase 2,Completed,1.0,1130.0
NCT100877,Metformin,Covid-19,Moderna,2024-03-08,2025-02-21,Phase 4,Withdrawn,1.0,350.0
NCT100878,Salbutamol,Hypertension,Gsk,2023-02-18,2024-11-22,Phase 3,Completed,1.0,643.0
NCT100879,Trastuzumab,,Moderna,2021-11-01,2024-11-29,,Terminated,0.75,1124.0
NCT100880,Donepezil,Diabetes,Gsk,2023-12-14,2024-12-26,Phase 2,Withdrawn,1.0,378.0
NCT100881,Donepezil,Alzheimer'S Disease,Gsk,2021-10-29,2025-01-22,Phase 3,Completed,1.0,1181.0
NCT100882,Metformin,Asthma,Pfizer,2023-12-08,2024-10-02,Phase 1,Terminated,1.0,299.0
NCT100883,Metformin,Covid-19,Pfizer,2022-05-02,2024-10-21,Phase 2,Recruiting,1.0,903.0
NCT100884,Trastuzumab,Alzheimer'S Disease,Astrazeneca,2024-02-04,2024-09-20,Phase 3,Terminated,1.0,229.0
NCT100885,Metformin,Diabetes,Moderna,2020-10-13,,,Terminated,0.75,
NCT100886,,Breast Cancer,Novartis,2023-11-23,2024-12-20,Phase 2,Recruiting,0.875,393.0
NCT100887,Remdesivir,Hypertension,Gsk,2023-07-30,2025-05-13,Phase 4,Recruiting,1.0,653.0
NCT100888,Aspirin,Hypertension,Moderna,2021-05-07,,,Withdrawn,0.75,
NCT100889,Metformin,Hypertension,Astrazeneca,2023-01-13,,Phase 2,Completed,0.875,
NCT100890,Metformin,Diabetes,Pfizer,2022-07-23,2024-09-24,Phase 2,Completed,1.0,794.0
NCT100891,Trastuzumab,Breast Cancer,Sanofi,2023-12-21,,Phase 2,Recruiting,0.875,
NCT100892,Remdesivir,Diabetes,Sanofi,2023-07-16,2025-06-01,,Completed,0.875,686.0
NCT100893,Metformin,,Gsk,2023-02-05,2025-04-08,Phase 3,Withdrawn,0.875,793.0
NCT100894,Metformin,Covid-19,Sanofi,2024-05-22,2024-12-02,Phase 2,Completed,1.0,194.0
NCT100895,Metformin,Asthma,Pfizer,2024-02-04,2025-06-20,,Completed,0.875,502.0
NCT100896,Donepezil,Covid-19,Sanofi,2024-06-27,2025-07-15,,Terminated,0.875,383.0
NCT100897,Remdesivir,Asthma,Sanofi,2020-09-13,,Phase 3,Terminated,0.875,
NCT100898,Donepezil,Asthma,Sanofi,2020-10-28,,Phase 4,Recruiting,0.875,
NCT100899,Donepezil,Alzheimer'S Disease,Astrazeneca,2022-08-19,,Phase 1,Recruiting,0.875,
NCT100900,Aspirin,Alzheimer'S Disease,Astrazeneca,2023-03-17,2025-05-17,Phase 3,Withdrawn,1.0,792.0
NCT100901,,Breast Cancer,Novartis,2024-07-22,,Phase 1,Recruiting,0.75,
NCT100902,Salbutamol,Diabetes,Gsk,2024-03-26,2025-04-24,Phase 1,Completed,1.0,394.0
NCT100903,Salbutamol,Alzheimer'S Disease,Sanofi,2021-06-01,2024-09-05,Phase 3,Terminated,1.0,1192.0
NCT100904,Metformin,Hypertension,Novartis,2020-12-29,2025-07-22,Phase 2,Withdrawn,1.0,1666.0
NCT100905,Donepezil,Diabetes,Pfizer,2021-05-22,2024-11-11,Phase 2,Withdrawn,1.0,1269.0
NCT100906,Salbutamol,Hypertension,Astrazeneca,2020-12-29,2025-04-15,Phase 1,Completed,1.0,1568.0
NCT100907,Remdesivir,Diabetes,Novartis,2023-07-18,2025-06-08,Phase 3,Withdrawn,1.0,691.0
NCT100908,Remdesivir,Breast Cancer,Sanofi,2021-09-04,2024-10-20,Phase 2,Terminated,1.0,1142.0
NCT100909,Salbutamol,Alzheimer'S Disease,Sanofi,2022-10-17,2025-07-30,Phase 4,Recruiting,1.0,1017.0
NCT100910,Salbutamol,Asthma,Novartis,2022-04-02,,Phase 4,Withdrawn,0.875,
NCT100911,,Asthma,Gsk,2024-07-24,2025-03-17,Phase 3,Recruiting,0.875,236.0
NCT100912,Trastuzumab,Hypertension,Moderna,2020-09-13,2024-10-10,Phase 3,Completed,1.0,1488.0
NCT100913,Trastuzumab,Alzheimer'S Disease,Moderna,2020-09-07,2025-07-05,Phase 1,Completed,1.0,1762.0
NCT100914,Trastuzumab,Alzheimer'S Disease,Moderna,2023-11-20,,Phase 4,Withdrawn,0.875,
NCT100915,Donepezil,Diabetes,Novartis,2023-09-09,2025-05-23,Phase 1,Recruiting,1.0,622.0
NCT100916,Remdesivir,Hypertension,Gsk,2022-07-23,,Phase 1,Withdrawn,0.875,
NCT100917,Aspirin,Breast Cancer,Gsk,2022-05-09,2024-11-22,Phase 2,Terminated,1.0,928.0
NCT100918,Aspirin,Alzheimer'S Disease,Novartis,2022-05-05,2024-09-03,Phase 4,Completed,1.0,852.0
NCT100919,,Diabetes,Gsk,2021-12-03,,Phase 2,Withdrawn,0.75,
NCT100920,Metformin,Diabetes,Pfizer,2024-05-28,2024-12-15,,Recruiting,0.875,201.0
NCT100921,Donepezil,Breast Cancer,Astrazeneca,2021-07-23,2025-03-03,,Completed,0.875,1319.0
NCT100922,Donepezil,Covid-19,Novartis,2022-12-15,2025-05-30,Phase 2,Recruiting,1.0,897.0
NCT100923,,Breast Cancer,Pfizer,2020-10-28,2024-08-17,Phase 1,Terminated,0.875,1389.0
NCT100924,Trastuzumab,Diabetes,Pfizer,2023-05-04,2025-07-29,Phase 3,Withdrawn,1.0,817.0
NCT100925,Aspirin,Asthma,Astrazeneca,2020-10-31,2024-12-17,Phase 3,Terminated,1.0,1508.0
NCT100926,Aspirin,Breast Cancer,Sanofi,2023-11-09,2025-01-12,Phase 3,Withdrawn,1.0,430.0
NCT100927,Donepezil,Asthma,Moderna,2021-05-22,2025-02-01,Phase 3,Completed,1.0,1351.0
NCT100928,Trastuzumab,Hypertension,Novartis,2020-09-01,2024-10-15,Phase 3,Withdrawn,1.0,1505.0
NCT100929,Salbutamol,,Astrazeneca,2024-06-12,2025-04-29,Phase 3,Terminated,0.875,321.0
NCT100930,Aspirin,Covid-19,Sanofi,2021-11-10,2025-01-20,Phase 4,Recruiting,1.0,1167.0
NCT100931,Remdesivir,Asthma,Novartis,2024-03-31,,Phase 2,Terminated,0.875,
NCT100932,Aspirin,Covid-19,Moderna,2022-07-31,2025-03-20,Phase 1,Withdrawn,1.0,963.0
NCT100933,Metformin,Hypertension,Astrazeneca,2022-04-11,2024-10-28,Phase 1,Completed,1.0,931.0
NCT100934,Metformin,Diabetes,Sanofi,2022-04-13,2024-10-09,Phase 2,Recruiting,1.0,910.0
NCT100935,Donepezil,Diabetes,Moderna,2021-11-19,2025-07-25,,Terminated,0.875,1344.0
NCT100936,Metformin,Hypertension,Novartis,2022-02-18,2024-08-14,Phase 3,Terminated,1.0,908.0
NCT100937,Trastuzumab,Asthma,Sanofi,2023-01-12,2024-09-25,Phase 3,Terminated,1.0,622.0
NCT100938,Remdesivir,Alzheimer'S Disease,Pfizer,2024-07-27,2024-11-25,Phase 4,Recruiting,1.0,121.0
NCT100939,Aspirin,Hypertension,Pfizer,2024-05-24,,Phase 1,Completed,0.875,
NCT100940,Metformin,Covid-19,Moderna,2022-01-27,2025-03-05,Phase 4,Recruiting,1.0,1133.0
NCT100941,Donepezil,Covid-19,Astrazeneca,2022-03-21,2025-05-16,Phase 1,Completed,1.0,1152.0
NCT100942,Metformin,Covid-19,Sanofi,2024-01-30,2025-03-19,Phase 1,Withdrawn,1.0,414.0
NCT100943,Salbutamol,Hypertension,Novartis,2020-09-09,2025-03-21,Phase 2,Withdrawn,1.0,1654.0
NCT100944,Salbutamol,Asthma,Novartis,2021-02-21,2025-05-13,Phase 3,Recruiting,1.0,1542.0
NCT100945,Trastuzumab,Diabetes,Moderna,2021-05-14,2025-01-07,Phase 2,Terminated,1.0,1334.0
NCT100946,Donepezil,Breast Cancer,Gsk,2022-11-14,2025-04-17,Phase 3,Completed,1.0,885.0
NCT100947,Aspirin,Alzheimer'S Disease,Astrazeneca,2021-05-22,,Phase 4,Completed,0.875,
NCT100948,Metformin,Covid-19,Gsk,2024-06-18,2025-07-02,,Terminated,0.875,379.0
NCT100949,Donepezil,Breast Cancer,Sanofi,2023-09-10,,Phase 2,Recruiting,0.875,
NCT100950,Aspirin,Diabetes,Sanofi,2023-01-29,2025-04-29,Phase 4,Withdrawn,1.0,821.0
NCT100951,Remdesivir,Diabetes,Astrazeneca,2021-11-11,2025-05-07,Phase 2,Completed,1.0,1273.0
NCT100952,Aspirin,Hypertension,Astrazeneca,2023-12-11,2025-06-10,Phase 1,Completed,1.0,547.0
NCT100953,Donepezil,Covid-19,Sanofi,2024-06-13,,Phase 3,Withdrawn,0.875,
NCT100954,Trastuzumab,Hypertension,Pfizer,2023-12-11,2024-12-30,Phase 2,Terminated,1.0,385.0
NCT100955,Remdesivir,Hypertension,Novartis,2020-08-17,,Phase 2,Recruiting,0.875,
NCT100956,Metformin,Breast Cancer,Pfizer,2024-01-20,2025-01-30,Phase 2,Recruiting,1.0,376.0
NCT100957,Aspirin,Asthma,Pfizer,2023-08-02,2025-04-23,Phase 4,Recruiting,1.0,630.0
NCT100958,Salbutamol,Breast Cancer,Pfizer,2022-04-18,2025-04-01,Phase 2,Completed,1.0,1079.0
NCT100959,Trastuzumab,Hypertension,Novartis,2024-05-26,2024-09-06,Phase 3,Withdrawn,1.0,103.0
NCT100960,Donepezil,Diabetes,Gsk,2021-11-16,2025-03-17,Phase 2,Recruiting,1.0,1217.0
NCT100961,Donepezil,Covid-19,Gsk,2023-06-02,2024-12-01,Phase 4,Completed,1.0,548.0
NCT100962,Remdesivir,Alzheimer'S Disease,Moderna,2021-02-10,2025-06-02,Phase 4,Completed,1.0,1573.0
NCT100963,Remdesivir,Covid-19,Moderna,2023-01-23,2024-10-24,Phase 3,Recruiting,1.0,640.0
NCT100964,Donepezil,Asthma,Sanofi,2022-01-20,,Phase 1,Recruiting,0.875,
NCT100965,Metformin,Alzheimer'S Disease,Novartis,2022-01-12,,,Terminated,0.75,
NCT100966,Remdesivir,Hypertension,Gsk,2024-02-17,,Phase 1,Withdrawn,0.875,
NCT100967,Aspirin,Alzheimer'S Disease,Novartis,2021-05-12,2025-04-25,Phase 3,Completed,1.0,1444.0
NCT100968,Salbutamol,Diabetes,Novartis,2024-07-12,,,Terminated,0.75,
NCT100969,Aspirin,Diabetes,Novartis,2023-12-22,2024-12-08,Phase 2,Withdrawn,1.0,352.0
NCT100970,Salbutamol,Alzheimer'S Disease,Pfizer,2021-01-03,2025-01-02,Phase 2,Completed,1.0,1460.0
NCT100971,Aspirin,Diabetes,Astrazeneca,2022-08-30,,Phase 2,Withdrawn,0.875,
NCT100972,Salbutamol,Hypertension,Novartis,2022-08-04,2024-12-24,Phase 1,Withdrawn,1.0,873.0
NCT100973,Donepezil,Asthma,Astrazeneca,2023-07-02,2024-11-14,Phase 2,Withdrawn,1.0,501.0
NCT100974,Remdesivir,Alzheimer'S Disease,Moderna,2023-05-03,2024-10-04,,Terminated,0.875,520.0
NCT100975,Salbutamol,Alzheimer'S Disease,Gsk,2021-04-27,,Phase 3,Terminated,0.875,
NCT100976,Salbutamol,,Astrazeneca,2023-08-22,,Phase 1,Terminated,0.75,
NCT100977,Remdesivir,Breast Cancer,Moderna,2022-01-16,2024-12-31,Phase 4,Completed,1.0,1080.0
NCT100978,Donepezil,Asthma,Sanofi,2021-10-27,2025-02-24,Phase 3,Terminated,1.0,1216.0
NCT100979,Salbutamol,Diabetes,Moderna,2023-10-03,,,Terminated,0.75,
NCT100980,Remdesivir,Diabetes,Novartis,2024-05-29,2025-03-05,Phase 4,Withdrawn,1.0,280.0
NCT100981,Salbutamol,Asthma,Novartis,2022-05-28,2025-03-19,,Completed,0.875,1026.0
NCT100982,Aspirin,Diabetes,Astrazeneca,2022-01-12,2025-07-01,Phase 2,Completed,1.0,1266.0
NCT100983,Aspirin,Asthma,Sanofi,2022-11-24,2025-01-31,Phase 1,Terminated,1.0,799.0
NCT100984,Donepezil,,Gsk,2020-11-24,,Phase 3,Completed,0.75,
NCT100985,Salbutamol,Diabetes,Sanofi,2021-01-27,2024-12-14,Phase 2,Terminated,1.0,1417.0
NCT100986,Metformin,Hypertension,Astrazeneca,2021-04-23,2024-12-09,Phase 4,Withdrawn,1.0,1326.0
NCT100987,Salbutamol,Asthma,Pfizer,2023-05-22,,Phase 2,Terminated,0.875,
NCT100988,Trastuzumab,Hypertension,Astrazeneca,2023-10-20,2025-06-26,,Withdrawn,0.875,615.0
NCT100989,Trastuzumab,Covid-19,Sanofi,2023-11-13,,Phase 4,Withdrawn,0.875,
NCT100990,Remdesivir,Covid-19,Gsk,2024-03-31,,Phase 2,Terminated,0.875,
NCT100991,Remdesivir,Asthma,Astrazeneca,2021-07-21,2025-03-10,Phase 1,Recruiting,1.0,1328.0
NCT100992,Aspirin,Alzheimer'S Disease,Novartis,2024-03-23,2025-03-12,Phase 1,Recruiting,1.0,354.0
