study_id,intervention_name,condition,sponsor,start_date,end_date,phase,status,completeness_score,study_duration_days,mapped_term,match_score,mapping_status
NCT100607,Metformin,Diabetes,Gsk,2023-02-18,2024-08-06,Phase 3,Withdrawn,1.0,535.0,Metformin,100,mapped
NCT100608,Metformin,Breast Cancer,Astrazeneca,2020-10-17,2024-12-22,Phase 1,Withdrawn,1.0,1527.0,Metformin,100,mapped
NCT100609,,Hypertension,Moderna,2023-12-25,2025-03-08,Phase 1,Completed,0.875,439.0,Metformin,45,low_score
NCT100610,Aspirin,Asthma,Novartis,2022-11-02,2024-09-09,,Completed,0.875,677.0,Aspirin,100,mapped
NCT100611,Remdesivir,Asthma,Astrazeneca,2022-08-01,2025-03-26,Phase 1,Withdrawn,1.0,968.0,Remdesivir,100,mapped
NCT100612,Aspirin,Diabetes,Astrazeneca,2023-03-31,2025-03-25,,Recruiting,0.875,725.0,Aspirin,100,mapped
NCT100613,Remdesivir,Breast Cancer,Pfizer,2021-04-11,,,Recruiting,0.75,,Remdesivir,100,mapped
NCT100614,,Asthma,Moderna,2021-01-21,2025-01-21,Phase 4,Withdrawn,0.875,1461.0,Metformin,45,low_score
NCT100615,Donepezil,Alzheimer'S Disease,Gsk,2022-11-07,2025-05-08,Phase 4,Recruiting,1.0,913.0,Donepezil,100,mapped
NCT100616,Aspirin,Covid-19,Sanofi,2023-04-13,2024-09-28,Phase 3,Recruiting,1.0,534.0,Aspirin,100,mapped
NCT100617,Aspirin,Asthma,Sanofi,2023-01-02,2025-01-07,,Withdrawn,0.875,736.0,Aspirin,100,mapped
NCT100618,Donepezil,Hypertension,Pfizer,2024-03-02,2024-11-20,Phase 1,Recruiting,1.0,263.0,Donepezil,100,mapped
NCT100619,Salbutamol,Alzheimer'S Disease,Gsk,2023-11-25,2025-04-07,Phase 2,Completed,1.0,499.0,Salbutamol,100,mapped
NCT100620,Donepezil,Covid-19,Sanofi,2021-08-08,2025-02-27,Phase 1,Completed,1.0,1299.0,Donepezil,100,mapped
NCT100621,Remdesivir,Asthma,Astrazeneca,2023-06-08,2024-11-27,Phase 4,Withdrawn,1.0,538.0,Remdesivir,100,mapped
NCT100622,Remdesivir,Asthma,Gsk,2021-07-18,2024-12-01,Phase 1,Withdrawn,1.0,1232.0,Remdesivir,100,mapped
NCT100623,Trastuzumab,Covid-19,Moderna,2021-11-30,2025-05-11,,Terminated,0.875,1258.0,Trastuzumab,100,mapped
NCT100624,Remdesivir,Hypertension,Moderna,2023-09-16,2025-04-21,,Terminated,0.875,583.0,Remdesivir,100,mapped
NCT100625,Remdesivir,Hypertension,Moderna,2022-05-22,2025-07-14,Phase 1,Terminated,1.0,1149.0,Remdesivir,100,mapped
NCT100626,Donepezil,Asthma,Pfizer,2021-01-26,2024-10-07,Phase 3,Recruiting,1.0,1350.0,Donepezil,100,mapped
NCT100627,Salbutamol,Alzheimer'S Disease,Gsk,2022-06-17,2024-12-18,,Completed,0.875,915.0,Salbutamol,100,mapped
NCT100628,Trastuzumab,Asthma,Moderna,2023-11-24,,Phase 3,Withdrawn,0.875,,Trastuzumab,100,mapped
NCT100629,Remdesivir,Breast Cancer,Novartis,2021-09-16,2024-10-17,Phase 3,Withdrawn,1.0,1127.0,Remdesivir,100,mapped
NCT100630,Salbutamol,Hypertension,Sanofi,2023-01-09,2024-08-27,Phase 1,Terminated,1.0,596.0,Salbutamol,100,mapped
NCT100631,Trastuzumab,Alzheimer'S Disease,Pfizer,2023-10-24,2025-06-28,Phase 4,Terminated,1.0,613.0,Trastuzumab,100,mapped
NCT100632,Remdesivir,Diabetes,Pfizer,2022-07-29,2025-06-02,Phase 3,Completed,1.0,1039.0,Remdesivir,100,mapped
NCT100633,Remdesivir,Breast Cancer,Astrazeneca,2021-01-27,2025-03-19,Phase 2,Withdrawn,1.0,1512.0,Remdesivir,100,mapped
NCT100634,Salbutamol,Alzheimer'S Disease,Pfizer,2024-06-03,2025-06-23,Phase 1,Recruiting,1.0,385.0,Salbutamol,100,mapped
NCT100635,Metformin,Breast Cancer,Sanofi,2021-01-26,2025-03-15,Phase 4,Withdrawn,1.0,1509.0,Metformin,100,mapped
NCT100636,Donepezil,Hypertension,Astrazeneca,2024-02-03,2024-10-15,Phase 3,Terminated,1.0,255.0,Donepezil,100,mapped
NCT100637,Trastuzumab,Covid-19,Moderna,2021-05-04,2025-04-16,Phase 3,Recruiting,1.0,1443.0,Trastuzumab,100,mapped
NCT100638,Aspirin,Asthma,Moderna,2024-07-05,2025-03-26,Phase 3,Withdrawn,1.0,264.0,Aspirin,100,mapped
NCT100639,Trastuzumab,Alzheimer'S Disease,Novartis,2023-11-06,,,Terminated,0.75,,Trastuzumab,100,mapped
NCT100640,Aspirin,Hypertension,Astrazeneca,2021-04-08,2025-04-22,Phase 1,Completed,1.0,1475.0,Aspirin,100,mapped
NCT100641,Salbutamol,Breast Cancer,Astrazeneca,2023-07-27,2025-03-26,Phase 4,Withdrawn,1.0,608.0,Salbutamol,100,mapped
NCT100642,Trastuzumab,Covid-19,Novartis,2023-12-08,2025-04-16,Phase 4,Withdrawn,1.0,495.0,Trastuzumab,100,mapped
NCT100643,Trastuzumab,Hypertension,Sanofi,2023-03-28,,,Withdrawn,0.75,,Trastuzumab,100,mapped
NCT100644,Aspirin,Breast Cancer,Astrazeneca,2022-04-04,,Phase 4,Recruiting,0.875,,Aspirin,100,mapped
NCT100645,Remdesivir,Diabetes,Novartis,2020-09-10,2025-01-07,Phase 3,Recruiting,1.0,1580.0,Remdesivir,100,mapped
NCT100646,Salbutamol,Asthma,Sanofi,2021-02-02,2024-10-19,Phase 4,Completed,1.0,1355.0,Salbutamol,100,mapped
NCT100647,Aspirin,Alzheimer'S Disease,Pfizer,2023-09-03,2024-11-28,Phase 1,Recruiting,1.0,452.0,Aspirin,100,mapped
NCT100648,Salbutamol,Hypertension,Novartis,2020-10-09,,Phase 4,Terminated,0.875,,Salbutamol,100,mapped
NCT100649,Salbutamol,Asthma,Sanofi,2021-09-13,2025-04-07,,Recruiting,0.875,1302.0,Salbutamol,100,mapped
NCT100650,Trastuzumab,Asthma,Gsk,2024-01-26,2024-12-07,Phase 1,Withdrawn,1.0,316.0,Trastuzumab,100,mapped
NCT100651,Metformin,Covid-19,Sanofi,2022-01-11,,Phase 2,Completed,0.875,,Metformin,100,mapped
NCT100652,Aspirin,Alzheimer'S Disease,Pfizer,2021-06-09,2024-10-16,Phase 4,Completed,1.0,1225.0,Aspirin,100,mapped
NCT100653,Salbutamol,Hypertension,Astrazeneca,2021-06-28,,Phase 3,Terminated,0.875,,Salbutamol,100,mapped
NCT100654,Metformin,Asthma,Novartis,2022-10-14,2024-10-19,Phase 2,Withdrawn,1.0,736.0,Metformin,100,mapped
NCT100655,Metformin,Diabetes,Sanofi,2024-03-05,2025-01-06,Phase 3,Recruiting,1.0,307.0,Metformin,100,mapped
NCT100656,Remdesivir,Asthma,Novartis,2021-08-03,2024-11-13,Phase 2,Terminated,1.0,1198.0,Remdesivir,100,mapped
NCT100657,Trastuzumab,Asthma,Pfizer,2023-08-28,2024-12-28,Phase 2,Withdrawn,1.0,488.0,Trastuzumab,100,mapped
NCT100658,Remdesivir,Breast Cancer,Moderna,2021-09-23,2024-09-05,,Withdrawn,0.875,1078.0,Remdesivir,100,mapped
NCT100659,Donepezil,Hypertension,Astrazeneca,2022-04-10,,,Recruiting,0.75,,Donepezil,100,mapped
NCT100660,Aspirin,Alzheimer'S Disease,Moderna,2021-09-15,2025-06-24,Phase 3,Recruiting,1.0,1378.0,Aspirin,100,mapped
NCT100661,Trastuzumab,Alzheimer'S Disease,Novartis,2023-01-02,2024-08-16,Phase 3,Completed,1.0,592.0,Trastuzumab,100,mapped
NCT100662,,Hypertension,Novartis,2021-08-17,2025-08-04,,Terminated,0.75,1448.0,Metformin,45,low_score
NCT100663,Aspirin,Asthma,Gsk,2022-01-19,2025-02-06,Phase 3,Recruiting,1.0,1114.0,Aspirin,100,mapped
NCT100664,Donepezil,Alzheimer'S Disease,Moderna,2024-05-03,,Phase 1,Withdrawn,0.875,,Donepezil,100,mapped
NCT100665,Remdesivir,Breast Cancer,Novartis,2022-03-23,2024-08-16,,Completed,0.875,877.0,Remdesivir,100,mapped
NCT100666,Donepezil,Covid-19,Pfizer,2022-04-15,2025-04-24,,Completed,0.875,1105.0,Donepezil,100,mapped
NCT100667,Metformin,Alzheimer'S Disease,Moderna,2021-10-10,2025-06-07,Phase 4,Withdrawn,1.0,1336.0,Metformin,100,mapped
NCT100668,Metformin,Diabetes,Astrazeneca,2023-04-10,2024-09-03,Phase 4,Terminated,1.0,512.0,Metformin,100,mapped
NCT100669,Donepezil,Breast Cancer,Pfizer,2022-11-29,,Phase 1,Recruiting,0.875,,Donepezil,100,mapped
NCT100670,Remdesivir,Asthma,Pfizer,2022-12-26,2025-06-06,,Completed,0.875,893.0,Remdesivir,100,mapped
NCT100671,Salbutamol,Asthma,Pfizer,2022-05-02,2025-01-25,Phase 4,Recruiting,1.0,999.0,Salbutamol,100,mapped
NCT100672,Donepezil,Covid-19,Sanofi,2022-08-10,2024-10-06,,Terminated,0.875,788.0,Donepezil,100,mapped
NCT100673,Donepezil,Breast Cancer,Pfizer,2021-04-05,,Phase 1,Terminated,0.875,,Donepezil,100,mapped
NCT100674,Aspirin,Alzheimer'S Disease,Sanofi,2023-06-24,2024-08-20,Phase 2,Withdrawn,1.0,423.0,Aspirin,100,mapped
NCT100675,Metformin,Covid-19,Moderna,2022-12-10,2025-06-23,Phase 3,Withdrawn,1.0,926.0,Metformin,100,mapped
NCT100676,Remdesivir,Covid-19,Gsk,2021-11-06,2024-10-19,Phase 4,Withdrawn,1.0,1078.0,Remdesivir,100,mapped
NCT100677,Aspirin,Hypertension,Pfizer,2023-05-22,2024-08-06,Phase 1,Terminated,1.0,442.0,Aspirin,100,mapped
NCT100678,Salbutamol,Covid-19,Astrazeneca,2022-10-01,2025-06-17,Phase 1,Terminated,1.0,990.0,Salbutamol,100,mapped
NCT100679,Metformin,Covid-19,Sanofi,2020-11-24,,Phase 3,Completed,0.875,,Metformin,100,mapped
NCT100680,Salbutamol,Alzheimer'S Disease,Moderna,2021-05-08,2025-05-15,Phase 4,Completed,1.0,1468.0,Salbutamol,100,mapped
NCT100681,Trastuzumab,Breast Cancer,Sanofi,2023-07-15,2025-03-26,Phase 3,Terminated,1.0,620.0,Trastuzumab,100,mapped
NCT100682,Remdesivir,Breast Cancer,Gsk,2021-07-02,,,Terminated,0.75,,Remdesivir,100,mapped
NCT100683,Metformin,Breast Cancer,Astrazeneca,2021-10-18,2024-08-31,Phase 4,Withdrawn,1.0,1048.0,Metformin,100,mapped
NCT100684,Aspirin,Hypertension,Sanofi,2020-12-08,2024-10-17,Phase 4,Withdrawn,1.0,1409.0,Aspirin,100,mapped
NCT100685,Metformin,Alzheimer'S Disease,Novartis,2023-08-30,2025-07-27,Phase 3,Withdrawn,1.0,697.0,Metformin,100,mapped
NCT100686,Remdesivir,Asthma,Moderna,2024-06-08,2024-11-04,Phase 4,Completed,1.0,149.0,Remdesivir,100,mapped
NCT100687,Donepezil,Diabetes,Novartis,2021-05-12,2024-12-28,Phase 3,Terminated,1.0,1326.0,Donepezil,100,mapped
NCT100688,Donepezil,Hypertension,Astrazeneca,2022-06-09,,Phase 1,Withdrawn,0.875,,Donepezil,100,mapped
NCT100689,Aspirin,Covid-19,Pfizer,2023-01-28,,,Withdrawn,0.75,,Aspirin,100,mapped
NCT100690,,Hypertension,Pfizer,2022-07-12,2025-06-07,Phase 4,Completed,0.875,1061.0,Metformin,45,low_score
NCT100691,Salbutamol,Alzheimer'S Disease,Sanofi,2022-07-20,2025-05-04,Phase 4,Recruiting,1.0,1019.0,Salbutamol,100,mapped
NCT100692,Aspirin,,Sanofi,2023-03-14,,Phase 2,Withdrawn,0.75,,Aspirin,100,mapped
NCT100693,Aspirin,Alzheimer'S Disease,Pfizer,2021-10-15,,,Completed,0.75,,Aspirin,100,mapped
NCT100694,Remdesivir,Breast Cancer,Sanofi,2020-09-15,2025-08-01,Phase 3,Terminated,1.0,1781.0,Remdesivir,100,mapped
NCT100695,Metformin,Hypertension,Astrazeneca,2024-03-16,2025-04-28,,Recruiting,0.875,408.0,Metformin,100,mapped
NCT100696,Salbutamol,Diabetes,Sanofi,2022-12-16,2025-04-25,Phase 2,Terminated,1.0,861.0,Salbutamol,100,mapped
NCT100697,Aspirin,Alzheimer'S Disease,Moderna,2024-07-06,2025-03-05,Phase 1,Completed,1.0,242.0,Aspirin,100,mapped
NCT100698,Aspirin,,Gsk,2022-02-14,2024-09-15,Phase 3,Terminated,0.875,944.0,Aspirin,100,mapped
NCT100699,Trastuzumab,Breast Cancer,Gsk,2022-07-05,2024-10-08,Phase 1,Recruiting,1.0,826.0,Trastuzumab,100,mapped
NCT100700,Aspirin,Alzheimer'S Disease,Gsk,2022-11-12,2025-04-07,Phase 4,Recruiting,1.0,877.0,Aspirin,100,mapped
NCT100701,Donepezil,Covid-19,Sanofi,2021-08-07,2025-05-15,,Terminated,0.875,1377.0,Donepezil,100,mapped
NCT100702,Donepezil,Covid-19,Moderna,2023-06-14,2024-08-24,Phase 3,Recruiting,1.0,437.0,Donepezil,100,mapped
NCT100703,Metformin,Hypertension,Gsk,2024-03-04,2024-10-30,Phase 4,Withdrawn,1.0,240.0,Metformin,100,mapped
NCT100704,Donepezil,Alzheimer'S Disease,Gsk,2021-09-17,2025-03-23,Phase 2,Withdrawn,1.0,1283.0,Donepezil,100,mapped
NCT100705,Salbutamol,Diabetes,Pfizer,2024-04-16,,,Withdrawn,0.75,,Salbutamol,100,mapped
NCT100706,Salbutamol,Breast Cancer,Astrazeneca,2023-11-20,2025-03-18,Phase 1,Withdrawn,1.0,484.0,Salbutamol,100,mapped
NCT100707,Aspirin,Diabetes,Pfizer,2024-02-04,2025-06-27,,Withdrawn,0.875,509.0,Aspirin,100,mapped
NCT100708,Metformin,Alzheimer'S Disease,Pfizer,2021-10-16,2025-05-14,,Completed,0.875,1306.0,Metformin,100,mapped
NCT100709,Metformin,Diabetes,Novartis,2023-07-10,2025-03-12,,Completed,0.875,611.0,Metformin,100,mapped
NCT100710,Trastuzumab,Asthma,Pfizer,2022-11-06,2025-02-28,Phase 4,Recruiting,1.0,845.0,Trastuzumab,100,mapped
NCT100711,Remdesivir,Hypertension,Moderna,2024-04-14,2025-05-25,Phase 1,Completed,1.0,406.0,Remdesivir,100,mapped
NCT100712,,Asthma,Moderna,2024-04-17,,Phase 2,Withdrawn,0.75,,Metformin,45,low_score
NCT100713,Trastuzumab,Breast Cancer,Moderna,2022-06-21,2025-04-03,Phase 1,Withdrawn,1.0,1017.0,Trastuzumab,100,mapped
NCT100714,Trastuzumab,Diabetes,Novartis,2024-01-02,2025-06-22,,Terminated,0.875,537.0,Trastuzumab,100,mapped
NCT100715,Metformin,Alzheimer'S Disease,Novartis,2021-01-29,,Phase 2,Completed,0.875,,Metformin,100,mapped
NCT100716,Aspirin,,Novartis,2023-08-20,2024-12-02,,Recruiting,0.75,470.0,Aspirin,100,mapped
NCT100717,,Diabetes,Gsk,2022-12-29,2025-06-03,Phase 1,Terminated,0.875,887.0,Metformin,45,low_score
NCT100718,Salbutamol,Hypertension,Gsk,2024-01-10,2024-11-09,Phase 1,Recruiting,1.0,304.0,Salbutamol,100,mapped
NCT100719,Remdesivir,Breast Cancer,Novartis,2021-08-31,,Phase 2,Terminated,0.875,,Remdesivir,100,mapped
NCT100720,Metformin,Alzheimer'S Disease,Astrazeneca,2023-03-31,2024-11-29,Phase 3,Withdrawn,1.0,609.0,Metformin,100,mapped
NCT100721,Trastuzumab,Covid-19,Gsk,2021-08-29,2024-11-24,Phase 3,Terminated,1.0,1183.0,Trastuzumab,100,mapped
NCT100722,Donepezil,Alzheimer'S Disease,Sanofi,2023-06-25,2025-04-10,,Withdrawn,0.875,655.0,Donepezil,100,mapped
NCT100723,Metformin,Breast Cancer,Moderna,2020-10-30,,Phase 4,Completed,0.875,,Metformin,100,mapped
NCT100724,Metformin,Covid-19,Sanofi,2023-05-27,2025-04-11,Phase 1,Terminated,1.0,685.0,Metformin,100,mapped
NCT100725,Trastuzumab,Covid-19,Novartis,2022-05-18,2024-10-25,,Completed,0.875,891.0,Trastuzumab,100,mapped
NCT100726,Donepezil,Hypertension,Novartis,2021-12-26,,Phase 1,Withdrawn,0.875,,Donepezil,100,mapped
NCT100727,Remdesivir,Covid-19,Novartis,2024-03-14,2025-06-05,Phase 2,Terminated,1.0,448.0,Remdesivir,100,mapped
NCT100728,Trastuzumab,Alzheimer'S Disease,Novartis,2023-09-16,2025-01-01,Phase 4,Withdrawn,1.0,473.0,Trastuzumab,100,mapped
NCT100729,Donepezil,Diabetes,Sanofi,2021-01-19,2025-01-01,Phase 1,Terminated,1.0,1443.0,Donepezil,100,mapped
NCT100730,Remdesivir,Hypertension,Moderna,2023-11-02,2024-11-15,Phase 2,Terminated,1.0,379.0,Remdesivir,100,mapped
NCT100731,Trastuzumab,Hypertension,Pfizer,2021-01-12,2025-03-13,Phase 3,Completed,1.0,1521.0,Trastuzumab,100,mapped
NCT100732,Metformin,Hypertension,Gsk,2023-12-20,2024-10-04,Phase 3,Withdrawn,1.0,289.0,Metformin,100,mapped
NCT100733,,Alzheimer'S Disease,Gsk,2023-10-02,2025-02-12,,Recruiting,0.75,499.0,Metformin,45,low_score
NCT100734,Trastuzumab,Hypertension,Gsk,2022-12-31,2025-03-29,Phase 2,Recruiting,1.0,819.0,Trastuzumab,100,mapped
NCT100735,Salbutamol,Alzheimer'S Disease,Sanofi,2023-04-07,2025-07-19,Phase 1,Terminated,1.0,834.0,Salbutamol,100,mapped
NCT100736,Donepezil,Covid-19,Astrazeneca,2021-05-22,2025-02-11,Phase 1,Withdrawn,1.0,1361.0,Donepezil,100,mapped
NCT100737,Aspirin,Alzheimer'S Disease,Astrazeneca,2023-09-20,2024-10-21,Phase 1,Terminated,1.0,397.0,Aspirin,100,mapped
NCT100738,Aspirin,Diabetes,Sanofi,2022-12-17,2024-11-19,Phase 3,Terminated,1.0,703.0,Aspirin,100,mapped
NCT100739,Metformin,Covid-19,Moderna,2022-09-03,,,Recruiting,0.75,,Metformin,100,mapped
NCT100740,Aspirin,Breast Cancer,Novartis,2024-06-10,2024-09-18,Phase 3,Recruiting,1.0,100.0,Aspirin,100,mapped
NCT100741,Trastuzumab,Breast Cancer,Sanofi,2023-02-03,2025-04-16,,Completed,0.875,803.0,Trastuzumab,100,mapped
NCT100742,Metformin,Covid-19,Moderna,2024-05-18,,Phase 4,Completed,0.875,,Metformin,100,mapped
NCT100743,Remdesivir,Covid-19,Astrazeneca,2020-11-08,2025-01-04,Phase 1,Withdrawn,1.0,1518.0,Remdesivir,100,mapped
NCT100744,Metformin,Alzheimer'S Disease,Pfizer,2022-08-18,,Phase 2,Recruiting,0.875,,Metformin,100,mapped
NCT100745,Donepezil,Hypertension,Sanofi,2022-07-10,,Phase 2,Recruiting,0.875,,Donepezil,100,mapped
NCT100746,Remdesivir,Breast Cancer,Sanofi,2022-01-01,2025-04-20,,Terminated,0.875,1205.0,Remdesivir,100,mapped
NCT100747,Donepezil,Breast Cancer,Gsk,2024-01-03,2024-08-20,Phase 2,Terminated,1.0,230.0,Donepezil,100,mapped
NCT100748,Donepezil,Breast Cancer,Astrazeneca,2020-09-14,,Phase 4,Terminated,0.875,,Donepezil,100,mapped
NCT100749,Salbutamol,,Pfizer,2023-01-23,2024-08-17,Phase 2,Withdrawn,0.875,572.0,Salbutamol,100,mapped
NCT100750,Aspirin,Breast Cancer,Sanofi,2021-01-09,2025-08-03,Phase 2,Recruiting,1.0,1667.0,Aspirin,100,mapped
NCT100751,Salbutamol,Asthma,Gsk,2024-07-23,2025-05-22,Phase 2,Completed,1.0,303.0,Salbutamol,100,mapped
NCT100752,Metformin,Asthma,Gsk,2023-12-28,2025-03-29,,Terminated,0.875,457.0,Metformin,100,mapped
NCT100753,Donepezil,Covid-19,Moderna,2022-07-10,,Phase 4,Withdrawn,0.875,,Donepezil,100,mapped
NCT100754,Trastuzumab,,Astrazeneca,2022-11-22,2024-11-19,Phase 3,Terminated,0.875,728.0,Trastuzumab,100,mapped
NCT100755,Metformin,Covid-19,Sanofi,2023-03-16,2024-12-14,Phase 4,Withdrawn,1.0,639.0,Metformin,100,mapped
NCT100756,Salbutamol,Breast Cancer,Moderna,2021-03-27,,,Completed,0.75,,Salbutamol,100,mapped
NCT100757,Metformin,Covid-19,Pfizer,2023-02-07,,Phase 2,Recruiting,0.875,,Metformin,100,mapped
NCT100758,Donepezil,Alzheimer'S Disease,Novartis,2022-08-23,2024-08-07,Phase 1,Recruiting,1.0,715.0,Donepezil,100,mapped
NCT100759,Remdesivir,Diabetes,Pfizer,2021-05-09,2025-04-12,Phase 3,Withdrawn,1.0,1434.0,Remdesivir,100,mapped
NCT100760,Aspirin,Breast Cancer,Moderna,2022-07-28,,Phase 1,Completed,0.875,,Aspirin,100,mapped
NCT100761,Trastuzumab,Asthma,Moderna,2023-07-16,2025-07-13,Phase 4,Terminated,1.0,728.0,Trastuzumab,100,mapped
NCT100762,Trastuzumab,Alzheimer'S Disease,Novartis,2021-11-24,2024-09-20,,Terminated,0.875,1031.0,Trastuzumab,100,mapped
NCT100763,Remdesivir,Hypertension,Sanofi,2021-11-20,2025-07-23,Phase 1,Completed,1.0,1341.0,Remdesivir,100,mapped
NCT100764,Aspirin,Hypertension,Sanofi,2022-08-20,,Phase 3,Terminated,0.875,,Aspirin,100,mapped
NCT100765,Aspirin,Asthma,Astrazeneca,2021-02-19,2025-04-06,Phase 1,Recruiting,1.0,1507.0,Aspirin,100,mapped
NCT100766,Remdesivir,Asthma,Gsk,2023-05-16,2025-07-16,,Terminated,0.875,792.0,Remdesivir,100,mapped
NCT100767,Salbutamol,Diabetes,Sanofi,2023-01-14,2025-07-24,Phase 4,Recruiting,1.0,922.0,Salbutamol,100,mapped
NCT100768,Donepezil,Asthma,Novartis,2022-01-11,2025-04-21,Phase 1,Recruiting,1.0,1196.0,Donepezil,100,mapped
NCT100769,Donepezil,Diabetes,Moderna,2022-01-17,2024-11-20,,Completed,0.875,1038.0,Donepezil,100,mapped
NCT100770,,Diabetes,Pfizer,2022-07-30,2025-02-16,Phase 1,Terminated,0.875,932.0,Metformin,45,low_score
NCT100771,Remdesivir,Hypertension,Moderna,2021-06-28,,Phase 3,Withdrawn,0.875,,Remdesivir,100,mapped
NCT100772,Aspirin,Hypertension,Gsk,2021-05-27,2025-03-11,Phase 4,Terminated,1.0,1384.0,Aspirin,100,mapped
NCT100773,Aspirin,Hypertension,Sanofi,2023-03-18,,,Recruiting,0.75,,Aspirin,100,mapped
NCT100774,Trastuzumab,Covid-19,Sanofi,2022-02-07,2025-02-22,Phase 2,Completed,1.0,1111.0,Trastuzumab,100,mapped
NCT100775,Donepezil,Breast Cancer,Gsk,2022-07-19,2024-09-21,Phase 4,Completed,1.0,795.0,Donepezil,100,mapped
NCT100776,Donepezil,Asthma,Sanofi,2021-10-04,,Phase 3,Withdrawn,0.875,,Donepezil,100,mapped
NCT100777,,Hypertension,Astrazeneca,2022-10-18,2025-02-25,Phase 2,Withdrawn,0.875,861.0,Metformin,45,low_score
NCT100778,Salbutamol,Hypertension,Moderna,2021-04-22,2025-03-03,Phase 4,Withdrawn,1.0,1411.0,Salbutamol,100,mapped
NCT100779,Remdesivir,Covid-19,Sanofi,2023-09-24,2025-08-01,Phase 4,Terminated,1.0,677.0,Remdesivir,100,mapped
NCT100780,Metformin,Breast Cancer,Moderna,2021-03-29,,,Completed,0.75,,Metformin,100,mapped
NCT100781,Remdesivir,Diabetes,Astrazeneca,2022-07-19,2025-04-03,Phase 2,Withdrawn,1.0,989.0,Remdesivir,100,mapped
NCT100782,Trastuzumab,Breast Cancer,Moderna,2021-05-30,,Phase 1,Completed,0.875,,Trastuzumab,100,mapped
NCT100783,Trastuzumab,Asthma,Astrazeneca,2021-01-08,,Phase 3,Completed,0.875,,Trastuzumab,100,mapped
NCT100784,Metformin,Alzheimer'S Disease,Sanofi,2021-06-06,2025-03-21,Phase 2,Terminated,1.0,1384.0,Metformin,100,mapped
NCT100785,Metformin,Alzheimer'S Disease,Sanofi,2023-02-22,2025-05-10,Phase 3,Withdrawn,1.0,808.0,Metformin,100,mapped
NCT100786,Donepezil,Covid-19,Gsk,2023-07-30,2024-08-27,,Terminated,0.875,394.0,Donepezil,100,mapped
NCT100787,,Hypertension,Novartis,2023-07-23,2025-02-28,Phase 3,Withdrawn,0.875,586.0,Metformin,45,low_score
NCT100788,Aspirin,,Gsk,2020-10-07,2025-04-01,Phase 2,Withdrawn,0.875,1637.0,Aspirin,100,mapped
NCT100789,,Diabetes,Pfizer,2023-10-15,2025-04-20,,Terminated,0.75,553.0,Metformin,45,low_score
NCT100790,Trastuzumab,Alzheimer'S Disease,Moderna,2024-04-02,2025-06-03,,Terminated,0.875,427.0,Trastuzumab,100,mapped
NCT100791,Metformin,Asthma,Moderna,2020-11-27,,Phase 3,Terminated,0.875,,Metformin,100,mapped
NCT100792,Salbutamol,Asthma,Pfizer,2022-09-12,2024-11-30,Phase 4,Completed,1.0,810.0,Salbutamol,100,mapped
NCT100793,Remdesivir,Asthma,Novartis,2021-12-01,2024-11-11,Phase 3,Terminated,1.0,1076.0,Remdesivir,100,mapped
NCT100794,Trastuzumab,Diabetes,Novartis,2023-04-02,2025-02-02,Phase 4,Recruiting,1.0,672.0,Trastuzumab,100,mapped
NCT100795,Remdesivir,Breast Cancer,Sanofi,2022-11-07,,Phase 2,Recruiting,0.875,,Remdesivir,100,mapped
NCT100796,Remdesivir,Covid-19,Sanofi,2023-01-21,2025-05-17,Phase 3,Recruiting,1.0,847.0,Remdesivir,100,mapped
NCT100797,Remdesivir,Asthma,Sanofi,2023-03-06,2024-10-08,Phase 4,Recruiting,1.0,582.0,Remdesivir,100,mapped
NCT100798,Metformin,Hypertension,Astrazeneca,2020-08-11,2025-04-21,Phase 3,Recruiting,1.0,1714.0,Metformin,100,mapped
NCT100799,Remdesivir,Covid-19,Astrazeneca,2020-10-26,2024-11-18,Phase 2,Recruiting,1.0,1484.0,Remdesivir,100,mapped
NCT100800,Remdesivir,Hypertension,Moderna,2021-03-08,2024-11-21,Phase 1,Completed,1.0,1354.0,Remdesivir,100,mapped
NCT100801,Aspirin,Breast Cancer,Novartis,2022-05-02,2025-02-03,Phase 1,Completed,1.0,1008.0,Aspirin,100,mapped
NCT100802,,Diabetes,Gsk,2021-08-03,2025-07-28,Phase 3,Recruiting,0.875,1455.0,Metformin,45,low_score
NCT100803,Remdesivir,Hypertension,Astrazeneca,2021-07-22,2024-08-22,Phase 4,Completed,1.0,1127.0,Remdesivir,100,mapped
NCT100804,Trastuzumab,Alzheimer'S Disease,Astrazeneca,2021-07-12,2025-07-12,,Withdrawn,0.875,1461.0,Trastuzumab,100,mapped
NCT100805,Remdesivir,Hypertension,Sanofi,2022-03-03,2025-02-19,,Recruiting,0.875,1084.0,Remdesivir,100,mapped
NCT100806,Metformin,Diabetes,Moderna,2020-08-28,2025-07-26,Phase 2,Withdrawn,1.0,1793.0,Metformin,100,mapped
NCT100807,Trastuzumab,Breast Cancer,Sanofi,2023-10-15,2025-03-27,Phase 1,Withdrawn,1.0,529.0,Trastuzumab,100,mapped
NCT100808,Metformin,Covid-19,Moderna,2023-02-07,2025-02-09,Phase 3,Withdrawn,1.0,733.0,Metformin,100,mapped
NCT100809,Salbutamol,Covid-19,Sanofi,2024-08-02,2025-02-24,Phase 4,Completed,1.0,206.0,Salbutamol,100,mapped
